Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
3687.864505,0.351637675,2.266626158,3.163386866,-1.456646673,0.955871443,-3.39070717,-0.905701722,-2.694585062,-0.485945899,-0.900741882,-1.961166664,-1.765391615,-1.773916383,-1.331448763,-0.381882815,1.60634795,-0.579017213,1.727557408,1.083090094,1.443600769,-2.513029251,-2.599451683,-0.255674039,-0.252609329,-0.534418562,0.843468532,0.287878282,-0.307303649,-413.1749024,0
3688.603238,0.351756997,2.267053115,3.163864255,-1.457021556,0.956063552,-3.391475994,-0.905922191,-2.695135539,-0.486047701,-0.900945619,-1.961592356,-1.765819226,-1.774272015,-1.331682657,-0.382006583,1.606724393,-0.579129071,1.727962729,1.083317511,1.443892789,-2.513549262,-2.599973251,-0.255720127,-0.252665345,-0.534555132,0.84364433,0.287933825,-0.307362154,-413.2761687,0
3689.341971,0.35187632,2.267480071,3.164341644,-1.457396439,0.95625566,-3.392244818,-0.906142659,-2.695686016,-0.486149504,-0.901149356,-1.962018047,-1.766246836,-1.774627646,-1.331916551,-0.382130351,1.607100837,-0.579240929,1.72836805,1.083544929,1.44418481,-2.514069274,-2.600494819,-0.255766215,-0.25272136,-0.534691702,0.843820129,0.287989367,-0.307420659,-413.3774349,0
3690.080704,0.351995642,2.267907028,3.164819033,-1.457771322,0.956447769,-3.393013642,-0.906363128,-2.696236494,-0.486251307,-0.901353093,-1.962443739,-1.766674447,-1.774983278,-1.332150444,-0.382254119,1.60747728,-0.579352787,1.728773371,1.083772346,1.44447683,-2.514589285,-2.601016387,-0.255812303,-0.252777376,-0.534828272,0.843995928,0.28804491,-0.307479164,-413.4787012,0
3690.819437,0.352114964,2.268333985,3.165296422,-1.458146205,0.956639877,-3.393782466,-0.906583596,-2.696786971,-0.48635311,-0.901556831,-1.962869431,-1.767102057,-1.77533891,-1.332384338,-0.382377887,1.607853724,-0.579464645,1.729178692,1.083999764,1.444768851,-2.515109296,-2.601537955,-0.255858391,-0.252833391,-0.534964841,0.844171727,0.288100453,-0.307537669,-413.5799674,0
3691.55817,0.352234286,2.268760942,3.165773811,-1.458521088,0.956831986,-3.39455129,-0.906804064,-2.697337448,-0.486454913,-0.901760568,-1.963295122,-1.767529667,-1.775694542,-1.332618232,-0.382501655,1.608230167,-0.579576504,1.729584013,1.084227181,1.445060872,-2.515629308,-2.602059523,-0.25590448,-0.252889407,-0.535101411,0.844347525,0.288155995,-0.307596174,-413.6812337,0
3692.296904,0.352353609,2.269187898,3.1662512,-1.45889597,0.957024094,-3.395320114,-0.907024533,-2.697887926,-0.486556715,-0.901964305,-1.963720814,-1.767957278,-1.776050173,-1.332852126,-0.382625423,1.60860661,-0.579688362,1.729989334,1.084454599,1.445352892,-2.516149319,-2.602581091,-0.255950568,-0.252945422,-0.535237981,0.844523324,0.288211538,-0.307654679,-413.7824999,0
3693.035637,0.352472931,2.269614855,3.166728589,-1.459270853,0.957216203,-3.396088938,-0.907245001,-2.698438403,-0.486658518,-0.902168042,-1.964146505,-1.768384888,-1.776405805,-1.333086019,-0.382749191,1.608983054,-0.57980022,1.730394655,1.084682016,1.445644913,-2.51666933,-2.603102659,-0.255996656,-0.253001438,-0.535374551,0.844699123,0.288267081,-0.307713184,-413.8837662,0
3693.77437,0.352592253,2.270041812,3.167205978,-1.459645736,0.957408311,-3.396857762,-0.90746547,-2.69898888,-0.486760321,-0.902371779,-1.964572197,-1.768812498,-1.776761437,-1.333319913,-0.382872959,1.609359497,-0.579912078,1.730799976,1.084909434,1.445936933,-2.517189342,-2.603624226,-0.256042744,-0.253057453,-0.535511121,0.844874922,0.288322623,-0.307771689,-413.9850324,0
3694.513103,0.352711576,2.270468769,3.167683367,-1.460020619,0.957600419,-3.397626586,-0.907685938,-2.699539357,-0.486862124,-0.902575516,-1.964997888,-1.769240109,-1.777117068,-1.333553807,-0.382996727,1.609735941,-0.580023937,1.731205297,1.085136851,1.446228954,-2.517709353,-2.604145794,-0.256088832,-0.253113469,-0.535647691,0.84505072,0.288378166,-0.307830194,-414.0862987,0
3695.251836,0.352830898,2.270895725,3.168160756,-1.460395502,0.957792528,-3.39839541,-0.907906407,-2.700089835,-0.486963927,-0.902779253,-1.96542358,-1.769667719,-1.7774727,-1.3337877,-0.383120496,1.610112384,-0.580135795,1.731610618,1.085364269,1.446520975,-2.518229364,-2.604667362,-0.25613492,-0.253169485,-0.53578426,0.845226519,0.288433708,-0.307888699,-414.1875649,0
3695.990569,0.35295022,2.271322682,3.168638145,-1.460770385,0.957984636,-3.399164234,-0.908126875,-2.700640312,-0.487065729,-0.90298299,-1.965849272,-1.77009533,-1.777828332,-1.334021594,-0.383244264,1.610488828,-0.580247653,1.732015939,1.085591686,1.446812995,-2.518749376,-2.60518893,-0.256181008,-0.2532255,-0.53592083,0.845402318,0.288489251,-0.307947204,-414.2888312,0
3696.729302,0.353069543,2.271749639,3.169115534,-1.461145268,0.958176745,-3.399933058,-0.908347344,-2.701190789,-0.487167532,-0.903186727,-1.966274963,-1.77052294,-1.778183964,-1.334255488,-0.383368032,1.610865271,-0.580359511,1.73242126,1.085819104,1.447105016,-2.519269387,-2.605710498,-0.256227097,-0.253281516,-0.5360574,0.845578117,0.288544794,-0.308005709,-414.3900974,0
3697.468035,0.353188865,2.272176596,3.169592923,-1.46152015,0.958368853,-3.400701882,-0.908567812,-2.701741267,-0.487269335,-0.903390464,-1.966700655,-1.77095055,-1.778539595,-1.334489382,-0.3834918,1.611241715,-0.580471369,1.73282658,1.086046521,1.447397036,-2.519789399,-2.606232066,-0.256273185,-0.253337531,-0.53619397,0.845753915,0.288600336,-0.308064214,-414.4913637,0
3698.206768,0.353308187,2.272603552,3.170070312,-1.461895033,0.958560962,-3.401470706,-0.908788281,-2.702291744,-0.487371138,-0.903594201,-1.967126346,-1.771378161,-1.778895227,-1.334723275,-0.383615568,1.611618158,-0.580583228,1.733231901,1.086273939,1.447689057,-2.52030941,-2.606753634,-0.256319273,-0.253393547,-0.53633054,0.845929714,0.288655879,-0.308122719,-414.5926299,0
3698.945501,0.353427509,2.273030509,3.170547701,-1.462269916,0.95875307,-3.40223953,-0.909008749,-2.702842221,-0.487472941,-0.903797938,-1.967552038,-1.771805771,-1.779250859,-1.334957169,-0.383739336,1.611994602,-0.580695086,1.733637222,1.086501357,1.447981077,-2.520829421,-2.607275202,-0.256365361,-0.253449562,-0.53646711,0.846105513,0.288711422,-0.308181224,-414.6938962,0
3699.684234,0.353546832,2.273457466,3.17102509,-1.462644799,0.958945179,-3.403008354,-0.909229217,-2.703392699,-0.487574743,-0.904001675,-1.967977729,-1.772233381,-1.779606491,-1.335191063,-0.383863104,1.612371045,-0.580806944,1.734042543,1.086728774,1.448273098,-2.521349433,-2.60779677,-0.256411449,-0.253505578,-0.536603679,0.846281311,0.288766964,-0.308239729,-414.7951624,0
3700.422967,0.353666154,2.273884423,3.171502479,-1.463019682,0.959137287,-3.403777178,-0.909449686,-2.703943176,-0.487676546,-0.904205412,-1.968403421,-1.772660992,-1.779962122,-1.335424957,-0.383986872,1.612747489,-0.580918802,1.734447864,1.086956192,1.448565119,-2.521869444,-2.608318338,-0.256457537,-0.253561594,-0.536740249,0.84645711,0.288822507,-0.308298234,-414.8964287,0
3701.1617,0.353785476,2.27431138,3.171979868,-1.463394565,0.959329396,-3.404546002,-0.909670154,-2.704493653,-0.487778349,-0.904409149,-1.968829113,-1.773088602,-1.780317754,-1.33565885,-0.38411064,1.613123932,-0.581030661,1.734853185,1.087183609,1.448857139,-2.522389455,-2.608839906,-0.256503626,-0.253617609,-0.536876819,0.846632909,0.288878049,-0.308356739,-414.9976949,0
3701.900433,0.353904799,2.274738336,3.172457257,-1.463769448,0.959521504,-3.405314826,-0.909890623,-2.705044131,-0.487880152,-0.904612887,-1.969254804,-1.773516213,-1.780673386,-1.335892744,-0.384234408,1.613500376,-0.581142519,1.735258506,1.087411027,1.44914916,-2.522909467,-2.609361474,-0.256549714,-0.253673625,-0.537013389,0.846808708,0.288933592,-0.308415244,-415.0989612,0
3702.639166,0.354024121,2.275165293,3.172934646,-1.46414433,0.959713613,-3.40608365,-0.910111091,-2.705594608,-0.487981955,-0.904816624,-1.969680496,-1.773943823,-1.781029017,-1.336126638,-0.384358176,1.613876819,-0.581254377,1.735663827,1.087638444,1.44944118,-2.523429478,-2.609883042,-0.256595802,-0.25372964,-0.537149959,0.846984506,0.288989135,-0.308473749,-415.2002274,0
3703.377899,0.354143443,2.27559225,3.173412035,-1.464519213,0.959905721,-3.406852474,-0.91033156,-2.706145085,-0.488083757,-0.905020361,-1.970106187,-1.774371433,-1.781384649,-1.336360532,-0.384481944,1.614253262,-0.581366235,1.736069148,1.087865862,1.449733201,-2.523949489,-2.61040461,-0.25664189,-0.253785656,-0.537286529,0.847160305,0.289044677,-0.308532254,-415.3014937,0
3704.116632,0.354262766,2.276019207,3.173889424,-1.464894096,0.96009783,-3.407621298,-0.910552028,-2.706695563,-0.48818556,-0.905224098,-1.970531879,-1.774799044,-1.781740281,-1.336594425,-0.384605712,1.614629706,-0.581478093,1.736474469,1.088093279,1.450025222,-2.524469501,-2.610926178,-0.256687978,-0.253841671,-0.537423099,0.847336104,0.28910022,-0.308590759,-415.4027599,0
3704.855365,0.354382088,2.276446163,3.174366813,-1.465268979,0.960289938,-3.408390122,-0.910772497,-2.70724604,-0.488287363,-0.905427835,-1.970957571,-1.775226654,-1.782095913,-1.336828319,-0.38472948,1.615006149,-0.581589952,1.73687979,1.088320697,1.450317242,-2.524989512,-2.611447746,-0.256734066,-0.253897687,-0.537559668,0.847511903,0.289155763,-0.308649264,-415.5040262,0
3705.594098,0.35450141,2.27687312,3.174844202,-1.465643862,0.960482047,-3.409158946,-0.910992965,-2.707796517,-0.488389166,-0.905631572,-1.971383262,-1.775654264,-1.782451544,-1.337062213,-0.384853248,1.615382593,-0.58170181,1.737285111,1.088548114,1.450609263,-2.525509524,-2.611969314,-0.256780155,-0.253953702,-0.537696238,0.847687701,0.289211305,-0.30870777,-415.6052924,0
3706.332831,0.354620732,2.277300077,3.175321591,-1.466018745,0.960674155,-3.409927769,-0.911213434,-2.708346995,-0.488490969,-0.905835309,-1.971808954,-1.776081875,-1.782807176,-1.337296107,-0.384977017,1.615759036,-0.581813668,1.737690432,1.088775532,1.450901283,-2.526029535,-2.612490882,-0.256826243,-0.254009718,-0.537832808,0.8478635,0.289266848,-0.308766275,-415.7065587,0
3707.071564,0.354740055,2.277727034,3.17579898,-1.466393628,0.960866264,-3.410696593,-0.911433902,-2.708897472,-0.488592771,-0.906039046,-1.972234645,-1.776509485,-1.783162808,-1.33753,-0.385100785,1.61613548,-0.581925526,1.738095753,1.089002949,1.451193304,-2.526549546,-2.61301245,-0.256872331,-0.254065734,-0.537969378,0.848039299,0.28932239,-0.30882478,-415.8078249,0
3707.810297,0.354859377,2.27815399,3.176276369,-1.46676851,0.961058372,-3.411465417,-0.91165437,-2.709447949,-0.488694574,-0.906242783,-1.972660337,-1.776937096,-1.783518439,-1.337763894,-0.385224553,1.616511923,-0.582037385,1.738501074,1.089230367,1.451485325,-2.527069558,-2.613534018,-0.256918419,-0.254121749,-0.538105948,0.848215098,0.289377933,-0.308883285,-415.9090912,0
3708.54903,0.354978699,2.278580947,3.176753758,-1.467143393,0.961250481,-3.412234241,-0.911874839,-2.709998426,-0.488796377,-0.90644652,-1.973086028,-1.777364706,-1.783874071,-1.337997788,-0.385348321,1.616888367,-0.582149243,1.738906395,1.089457784,1.451777345,-2.527589569,-2.614055586,-0.256964507,-0.254177765,-0.538242518,0.848390896,0.289433476,-0.30894179,-416.0103574,0
3709.287763,0.355098022,2.279007904,3.177231147,-1.467518276,0.961442589,-3.413003065,-0.912095307,-2.710548904,-0.48889818,-0.906650257,-1.97351172,-1.777792316,-1.784229703,-1.338231682,-0.385472089,1.61726481,-0.582261101,1.739311716,1.089685202,1.452069366,-2.52810958,-2.614577154,-0.257010595,-0.25423378,-0.538379087,0.848566695,0.289489018,-0.309000295,-416.1116237,0
3710.026496,0.355217344,2.279434861,3.177708536,-1.467893159,0.961634698,-3.413771889,-0.912315776,-2.711099381,-0.488999983,-0.906853994,-1.973937412,-1.778219927,-1.784585335,-1.338465575,-0.385595857,1.617641254,-0.582372959,1.739717037,1.089912619,1.452361386,-2.528629592,-2.615098722,-0.257056684,-0.254289796,-0.538515657,0.848742494,0.289544561,-0.3090588,-416.2128899,0
3710.765229,0.355336666,2.279861818,3.178185925,-1.468268042,0.961826806,-3.414540713,-0.912536244,-2.711649858,-0.489101786,-0.907057731,-1.974363103,-1.778647537,-1.784940966,-1.338699469,-0.385719625,1.618017697,-0.582484817,1.740122358,1.090140037,1.452653407,-2.529149603,-2.615620289,-0.257102772,-0.254345811,-0.538652227,0.848918293,0.289600104,-0.309117305,-416.3141562,0
3711.503962,0.355455989,2.280288774,3.178663314,-1.468642925,0.962018915,-3.415309537,-0.912756713,-2.712200336,-0.489203588,-0.907261468,-1.974788795,-1.779075147,-1.785296598,-1.338933363,-0.385843393,1.618394141,-0.582596676,1.740527679,1.090367454,1.452945427,-2.529669615,-2.616141857,-0.25714886,-0.254401827,-0.538788797,0.849094091,0.289655646,-0.30917581,-416.4154224,0
3712.242695,0.355575311,2.280715731,3.179140703,-1.469017807,0.962211023,-3.416078361,-0.912977181,-2.712750813,-0.489305391,-0.907465205,-1.975214486,-1.779502758,-1.78565223,-1.339167257,-0.385967161,1.618770584,-0.582708534,1.740933,1.090594872,1.453237448,-2.530189626,-2.616663425,-0.257194948,-0.254457843,-0.538925367,0.84926989,0.289711189,-0.309234315,-416.5166887,0
3712.981428,0.355694633,2.281142688,3.179618092,-1.46939269,0.962403132,-3.416847185,-0.91319765,-2.71330129,-0.489407194,-0.907668943,-1.975640178,-1.779930368,-1.786007862,-1.33940115,-0.386090929,1.619147028,-0.582820392,1.741338321,1.090822289,1.453529469,-2.530709637,-2.617184993,-0.257241036,-0.254513858,-0.539061937,0.849445689,0.289766731,-0.30929282,-416.6179549,0
3713.720161,0.355813955,2.281569645,3.180095481,-1.469767573,0.96259524,-3.417616009,-0.913418118,-2.713851768,-0.489508997,-0.90787268,-1.976065869,-1.780357979,-1.786363493,-1.339635044,-0.386214697,1.619523471,-0.58293225,1.741743642,1.091049707,1.453821489,-2.531229649,-2.617706561,-0.257287124,-0.254569874,-0.539198506,0.849621488,0.289822274,-0.309351325,-416.7192212,0
3714.458894,0.355933278,2.281996601,3.18057287,-1.470142456,0.962787348,-3.418384833,-0.913638587,-2.714402245,-0.4896108,-0.908076417,-1.976491561,-1.780785589,-1.786719125,-1.339868938,-0.386338465,1.619899915,-0.583044109,1.742148963,1.091277124,1.45411351,-2.53174966,-2.618228129,-0.257333213,-0.254625889,-0.539335076,0.849797286,0.289877817,-0.30940983,-416.8204874,0
3715.197627,0.3560526,2.282423558,3.181050259,-1.470517339,0.962979457,-3.419153657,-0.913859055,-2.714952722,-0.489712602,-0.908280154,-1.976917253,-1.781213199,-1.787074757,-1.340102832,-0.386462233,1.620276358,-0.583155967,1.742554284,1.091504542,1.45440553,-2.532269671,-2.618749697,-0.257379301,-0.254681905,-0.539471646,0.849973085,0.289933359,-0.309468335,-416.9217537,0
3715.93636,0.356171922,2.282850515,3.181527648,-1.470892222,0.963171565,-3.419922481,-0.914079524,-2.7155032,-0.489814405,-0.908483891,-1.977342944,-1.78164081,-1.787430388,-1.340336725,-0.386586001,1.620652801,-0.583267825,1.742959605,1.091731959,1.454697551,-2.532789683,-2.619271265,-0.257425389,-0.25473792,-0.539608216,0.850148884,0.289988902,-0.30952684,-417.0230199,0
3716.675093,0.356291245,2.283277472,3.182005037,-1.471267105,0.963363674,-3.420691305,-0.914299992,-2.716053677,-0.489916208,-0.908687628,-1.977768636,-1.78206842,-1.78778602,-1.340570619,-0.386709769,1.621029245,-0.583379683,1.743364926,1.091959377,1.454989572,-2.533309694,-2.619792833,-0.257471477,-0.254793936,-0.539744786,0.850324683,0.290044445,-0.309585345,-417.1242862,0
3717.413826,0.356410567,2.283704428,3.182482426,-1.471641987,0.963555782,-3.421460129,-0.91452046,-2.716604154,-0.490018011,-0.908891365,-1.978194327,-1.78249603,-1.788141652,-1.340804513,-0.386833537,1.621405688,-0.583491541,1.743770247,1.092186794,1.455281592,-2.533829705,-2.620314401,-0.257517565,-0.254849951,-0.539881356,0.850500481,0.290099987,-0.30964385,-417.2255524,0
3718.152559,0.356529889,2.284131385,3.182959815,-1.47201687,0.963747891,-3.422228953,-0.914740929,-2.717154632,-0.490119814,-0.909095102,-1.978620019,-1.782923641,-1.788497284,-1.341038407,-0.386957306,1.621782132,-0.5836034,1.744175568,1.092414212,1.455573613,-2.534349717,-2.620835969,-0.257563653,-0.254905967,-0.540017925,0.85067628,0.29015553,-0.309702355,-417.3268187,0
3718.891292,0.356649212,2.284558342,3.183437204,-1.472391753,0.963939999,-3.422997777,-0.914961397,-2.717705109,-0.490221616,-0.909298839,-1.979045711,-1.783351251,-1.788852915,-1.3412723,-0.387081074,1.622158575,-0.583715258,1.744580889,1.092641629,1.455865633,-2.534869728,-2.621357537,-0.257609741,-0.254961983,-0.540154495,0.850852079,0.290211072,-0.30976086,-417.4280849,0
3719.630025,0.356768534,2.284985299,3.183914593,-1.472766636,0.964132108,-3.423766601,-0.915181866,-2.718255586,-0.490323419,-0.909502576,-1.979471402,-1.783778862,-1.789208547,-1.341506194,-0.387204842,1.622535019,-0.583827116,1.74498621,1.092869047,1.456157654,-2.53538974,-2.621879105,-0.25765583,-0.255017998,-0.540291065,0.851027878,0.290266615,-0.309819365,-417.5293512,0
3720.368758,0.356887856,2.285412255,3.184391982,-1.473141519,0.964324216,-3.424535425,-0.915402334,-2.718806064,-0.490425222,-0.909706313,-1.979897094,-1.784206472,-1.789564179,-1.341740088,-0.38732861,1.622911462,-0.583938974,1.745391531,1.093096465,1.456449674,-2.535909751,-2.622400673,-0.257701918,-0.255074014,-0.540427635,0.851203676,0.290322158,-0.30987787,-417.6306174,0
3721.107491,0.357007178,2.285839212,3.184869371,-1.473516402,0.964516325,-3.425304249,-0.915622803,-2.719356541,-0.490527025,-0.90991005,-1.980322785,-1.784634082,-1.78991981,-1.341973982,-0.387452378,1.623287906,-0.584050833,1.745796852,1.093323882,1.456741695,-2.536429762,-2.622922241,-0.257748006,-0.255130029,-0.540564205,0.851379475,0.2903777,-0.309936375,-417.7318837,0
3721.846224,0.357126501,2.286266169,3.18534676,-1.473891285,0.964708433,-3.426073073,-0.915843271,-2.719907018,-0.490628828,-0.910113787,-1.980748477,-1.785061693,-1.790275442,-1.342207875,-0.387576146,1.623664349,-0.584162691,1.746202173,1.0935513,1.457033716,-2.536949774,-2.623443809,-0.257794094,-0.255186045,-0.540700775,0.851555274,0.290433243,-0.30999488,-417.8331499,0
3722.584957,0.357245823,2.286693126,3.185824149,-1.474266167,0.964900542,-3.426841897,-0.91606374,-2.720457495,-0.49073063,-0.910317524,-1.981174168,-1.785489303,-1.790631074,-1.342441769,-0.387699914,1.624040793,-0.584274549,1.746607494,1.093778717,1.457325736,-2.537469785,-2.623965377,-0.257840182,-0.25524206,-0.540837344,0.851731072,0.290488786,-0.310053385,-417.9344162,0
3723.32369,0.357365145,2.287120083,3.186301538,-1.47464105,0.96509265,-3.427610721,-0.916284208,-2.721007973,-0.490832433,-0.910521261,-1.98159986,-1.785916913,-1.790986706,-1.342675663,-0.387823682,1.624417236,-0.584386407,1.747012814,1.094006135,1.457617757,-2.537989796,-2.624486945,-0.25788627,-0.255298076,-0.540973914,0.851906871,0.290544328,-0.31011189,-418.0356824,0
3724.062423,0.357484468,2.287547039,3.186778927,-1.475015933,0.965284759,-3.428379545,-0.916504677,-2.72155845,-0.490934236,-0.910724999,-1.982025552,-1.786344524,-1.791342337,-1.342909556,-0.38794745,1.62479368,-0.584498265,1.747418135,1.094233552,1.457909777,-2.538509808,-2.625008513,-0.257932359,-0.255354091,-0.541110484,0.85208267,0.290599871,-0.310170395,-418.1369487,0
3724.801156,0.35760379,2.287973996,3.187256316,-1.475390816,0.965476867,-3.429148369,-0.916725145,-2.722108927,-0.491036039,-0.910928736,-1.982451243,-1.786772134,-1.791697969,-1.34314345,-0.388071218,1.625170123,-0.584610124,1.747823456,1.09446097,1.458201798,-2.539029819,-2.625530081,-0.257978447,-0.255410107,-0.541247054,0.852258469,0.290655413,-0.3102289,-418.2382149,0
3725.539889,0.357723112,2.288400953,3.187733705,-1.475765699,0.965668976,-3.429917193,-0.916945613,-2.722659405,-0.491137842,-0.911132473,-1.982876935,-1.787199745,-1.792053601,-1.343377344,-0.388194986,1.625546567,-0.584721982,1.748228777,1.094688387,1.458493819,-2.53954983,-2.626051649,-0.258024535,-0.255466123,-0.541383624,0.852434267,0.290710956,-0.310287405,-418.3394812,0
3726.278622,0.357842435,2.28882791,3.188211094,-1.476140582,0.965861084,-3.430686017,-0.917166082,-2.723209882,-0.491239644,-0.91133621,-1.983302626,-1.787627355,-1.792409232,-1.343611238,-0.388318754,1.62592301,-0.58483384,1.748634098,1.094915805,1.458785839,-2.540069842,-2.626573217,-0.258070623,-0.255522138,-0.541520194,0.852610066,0.290766499,-0.31034591,-418.4407474,0
3727.017355,0.357961757,2.289254866,3.188688483,-1.476515465,0.966053193,-3.431454841,-0.91738655,-2.723760359,-0.491341447,-0.911539947,-1.983728318,-1.788054965,-1.792764864,-1.343845131,-0.388442522,1.626299453,-0.584945698,1.749039419,1.095143222,1.45907786,-2.540589853,-2.627094785,-0.258116711,-0.255578154,-0.541656763,0.852785865,0.290822041,-0.310404415,-418.5420137,0
3727.756088,0.358081079,2.289681823,3.189165872,-1.476890347,0.966245301,-3.432223665,-0.917607019,-2.724310837,-0.49144325,-0.911743684,-1.984154009,-1.788482576,-1.793120496,-1.344079025,-0.38856629,1.626675897,-0.585057557,1.74944474,1.09537064,1.45936988,-2.541109865,-2.627616352,-0.258162799,-0.255634169,-0.541793333,0.852961664,0.290877584,-0.31046292,-418.6432799,0
3728.494821,0.358200402,2.29010878,3.189643261,-1.47726523,0.96643741,-3.432992489,-0.917827487,-2.724861314,-0.491545053,-0.911947421,-1.984579701,-1.788910186,-1.793476128,-1.344312919,-0.388690058,1.62705234,-0.585169415,1.749850061,1.095598057,1.459661901,-2.541629876,-2.62813792,-0.258208888,-0.255690185,-0.541929903,0.853137462,0.290933127,-0.310521425,-418.7445462,0
3729.233554,0.358319724,2.290535737,3.19012065,-1.477640113,0.966629518,-3.433761313,-0.918047956,-2.725411791,-0.491646856,-0.912151158,-1.985005393,-1.789337796,-1.793831759,-1.344546813,-0.388813826,1.627428784,-0.585281273,1.750255382,1.095825475,1.459953922,-2.542149887,-2.628659488,-0.258254976,-0.2557462,-0.542066473,0.853313261,0.290988669,-0.31057993,-418.8458124,0
3729.972287,0.358439046,2.290962693,3.190598039,-1.478014996,0.966821627,-3.434530137,-0.918268424,-2.725962269,-0.491748659,-0.912354895,-1.985431084,-1.789765407,-1.794187391,-1.344780706,-0.388937595,1.627805227,-0.585393131,1.750660703,1.096052892,1.460245942,-2.542669899,-2.629181056,-0.258301064,-0.255802216,-0.542203043,0.85348906,0.291044212,-0.310638435,-418.9470787,0
3730.71102,0.358558368,2.29138965,3.191075428,-1.478389879,0.967013735,-3.435298961,-0.918488893,-2.726512746,-0.491850461,-0.912558632,-1.985856776,-1.790193017,-1.794543023,-1.3450146,-0.389061363,1.628181671,-0.585504989,1.751066024,1.09628031,1.460537963,-2.54318991,-2.629702624,-0.258347152,-0.255858232,-0.542339613,0.853664859,0.291099754,-0.31069694,-419.0483449,0
3731.449753,0.358677691,2.291816607,3.191552817,-1.478764762,0.967205844,-3.436067785,-0.918709361,-2.727063223,-0.491952264,-0.912762369,-1.986282467,-1.790620628,-1.794898655,-1.345248494,-0.389185131,1.628558114,-0.585616848,1.751471345,1.096507727,1.460829983,-2.543709921,-2.630224192,-0.25839324,-0.255914247,-0.542476182,0.853840657,0.291155297,-0.310755445,-419.1496112,0
3732.188486,0.358797013,2.292243564,3.192030206,-1.479139645,0.967397952,-3.436836609,-0.91892983,-2.727613701,-0.492054067,-0.912966106,-1.986708159,-1.791048238,-1.795254286,-1.345482388,-0.389308899,1.628934558,-0.585728706,1.751876666,1.096735145,1.461122004,-2.544229933,-2.63074576,-0.258439328,-0.255970263,-0.542612752,0.854016456,0.29121084,-0.31081395,-419.2508774,0
3732.927219,0.358916335,2.292670521,3.192507595,-1.479514527,0.96759006,-3.437605433,-0.919150298,-2.728164178,-0.49215587,-0.913169843,-1.98713385,-1.791475848,-1.795609918,-1.345716281,-0.389432667,1.629311001,-0.585840564,1.752281987,1.096962562,1.461414024,-2.544749944,-2.631267328,-0.258485417,-0.256026278,-0.542749322,0.854192255,0.291266382,-0.310872455,-419.3521437,0
3733.665952,0.359035658,2.293097477,3.192984984,-1.47988941,0.967782169,-3.438374257,-0.919370767,-2.728714655,-0.492257673,-0.91337358,-1.987559542,-1.791903459,-1.79596555,-1.345950175,-0.389556435,1.629687445,-0.585952422,1.752687308,1.09718998,1.461706045,-2.545269956,-2.631788896,-0.258531505,-0.256082294,-0.542885892,0.854368054,0.291321925,-0.31093096,-419.4534099,0
3734.404685,0.35915498,2.293524434,3.193462373,-1.480264293,0.967974277,-3.439143081,-0.919591235,-2.729265132,-0.492359475,-0.913577317,-1.987985234,-1.792331069,-1.796321181,-1.346184069,-0.389680203,1.630063888,-0.586064281,1.753092629,1.097417397,1.461998066,-2.545789967,-2.632310464,-0.258577593,-0.256138309,-0.543022462,0.854543852,0.291377468,-0.310989466,-419.5546762,0
3735.143418,0.359274302,2.293951391,3.193939762,-1.480639176,0.968166386,-3.439911905,-0.919811703,-2.72981561,-0.492461278,-0.913781055,-1.988410925,-1.792758679,-1.796676813,-1.346417963,-0.389803971,1.630440332,-0.586176139,1.75349795,1.097644815,1.462290086,-2.546309978,-2.632832032,-0.258623681,-0.256194325,-0.543159032,0.854719651,0.29143301,-0.311047971,-419.6559424,0
3735.882151,0.359393625,2.294378348,3.194417151,-1.481014059,0.968358494,-3.440680729,-0.920032172,-2.730366087,-0.492563081,-0.913984792,-1.988836617,-1.79318629,-1.797032445,-1.346651856,-0.389927739,1.630816775,-0.586287997,1.753903271,1.097872232,1.462582107,-2.54682999,-2.6333536,-0.258669769,-0.25625034,-0.543295601,0.85489545,0.291488553,-0.311106476,-419.7572087,0
3736.620884,0.359512947,2.294805304,3.19489454,-1.481388942,0.968550603,-3.441449553,-0.92025264,-2.730916564,-0.492664884,-0.914188529,-1.989262308,-1.7936139,-1.797388077,-1.34688575,-0.390051507,1.631193219,-0.586399855,1.754308592,1.09809965,1.462874127,-2.547350001,-2.633875168,-0.258715857,-0.256306356,-0.543432171,0.855071249,0.291544095,-0.311164981,-419.8584749,0
3737.359617,0.359632269,2.295232261,3.195371929,-1.481763824,0.968742711,-3.442218377,-0.920473109,-2.731467042,-0.492766687,-0.914392266,-1.989688,-1.794041511,-1.797743708,-1.347119644,-0.390175275,1.631569662,-0.586511713,1.754713913,1.098327067,1.463166148,-2.547870012,-2.634396736,-0.258761946,-0.256362372,-0.543568741,0.855247047,0.291599638,-0.311223486,-419.9597412,0
3738.09835,0.359751591,2.295659218,3.195849318,-1.482138707,0.96893482,-3.442987201,-0.920693577,-2.732017519,-0.492868489,-0.914596003,-1.990113692,-1.794469121,-1.79809934,-1.347353538,-0.390299043,1.631946106,-0.586623572,1.755119234,1.098554485,1.463458169,-2.548390024,-2.634918304,-0.258808034,-0.256418387,-0.543705311,0.855422846,0.291655181,-0.311281991,-420.0610074,0
